"rubro2_ID","rubro2","rubro3_ID","rubro3","zone_ID","zone","test_type_ID","test_type","beta_robust","p_value","num_observ","description"
"4","Anti-Infectious Medications","86","Antiviral Medications","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","86","Antiviral Medications","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","88","Medications Against Malaria","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"4","Anti-Infectious Medications","95","Ophthalmic","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","2","North","1","90-Day Standardized Backlog","-0.61172604560852","0.0042397831566632","949","The null hypothesis of competition is rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","2","North","2","180-Day Standardized Backlog","-0.3614581823349","0.094697363674641","949","The null hypothesis of competition is rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","4","South","1","90-Day Standardized Backlog","-0.27586734294891","0.044097125530243","2275","The null hypothesis of competition is rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","4","South","2","180-Day Standardized Backlog","-0.2616071999073","0.049195762723684","2275","The null hypothesis of competition is rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","3","Anti-Arrhythmic Agents","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","5","Antihyperlipidemic / Hypocholesterolemic Agents","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","11","Cardioplegic Agents","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","69","Drugs Against Hypotension","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","4","South","2","180-Day Standardized Backlog","-0.52659505605698","0.087884694337845","545","The null hypothesis of competition is rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","83","Antiangina Medications","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","3","North Center","3","Incumbency Status","0.036512829363346","0.085997857153416","10073","The null hypothesis of competition is rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","4","South","3","Incumbency Status","0.056125570088625","0.0083018392324448","10108","The null hypothesis of competition is rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","85","Antihypertensive Medications","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","94","Medications Used For Congestive Heart Failure","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"5","Cardiovascular Medications","109","Vasodilators","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","1","Metropolitan","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","1","Metropolitan","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","1","Metropolitan","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","3","North Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","4","South","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","5","South Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","14","Hemorrheological Agents","5","South Center","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","1","Metropolitan","1","90-Day Standardized Backlog","-0.84192091226578","0.00050974590703845","708","The null hypothesis of competition is rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","1","Metropolitan","2","180-Day Standardized Backlog","-0.62720942497253","0.0073743029497564","708","The null hypothesis of competition is rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","1","Metropolitan","3","Incumbency Status","0.34538891911507","0.00030257669277489","724","The null hypothesis of competition is rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","2","North","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","2","North","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","2","North","3","Incumbency Status","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","3","North Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","3","North Center","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","3","North Center","3","Incumbency Status","0.22955121099949","0.030841171741485","603","The null hypothesis of competition is rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","4","South","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","4","South","2","180-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","4","South","3","Incumbency Status","0.3211772441864","0.00062413880368695","562","The null hypothesis of competition is rejected."
"6","Hematol Medications","15","Systemic Hemostatic Agents And Coagulants","5","South Center","1","90-Day Standardized Backlog","0","0","0","The null hypothesis of competition can not be rejected."
