"sector_ID","sector","rutunidadcompra","test_type_ID","test_type","beta_robust","p_value","num_observ","description"
"4","Health","61.608.106-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.223-7","2","180-Day Standardized Backlog","-0.29996067","0.09366825","1381","The null hypothesis of competition is rejected."
"4","Health","61.608.200-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.402-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.306-5","2","180-Day Standardized Backlog","-0.6604948","0.055263847","767","The null hypothesis of competition is rejected."
"4","Health","61.974.700-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.205-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.500-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.054-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.978.730-7","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.134-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","69.287.570-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.403-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.080-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.504-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.905-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.222-9","3","Incumbency Status","0.048274454","0.054804206","11292","The null hypothesis of competition is rejected."
"4","Health","61.607.901-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.212-1","2","180-Day Standardized Backlog","-0.2448758","0.022587562","2895","The null hypothesis of competition is rejected."
"4","Health","61.606.917-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.222-9","1","90-Day Standardized Backlog","-0.11531139","0.055337287","10864","The null hypothesis of competition is rejected."
"4","Health","61.606.400-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.958.500-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.122-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.275-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.121-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.006-7","1","90-Day Standardized Backlog","-0.32855594","0.03193435","1860","The null hypothesis of competition is rejected."
"4","Health","61.607.301-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.602-2","3","Incumbency Status","0.092562184","0.0883626","819","The null hypothesis of competition is rejected."
"4","Health","61.602.141-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.959.800-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.605-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.204-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.153-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.247-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.403-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","70.744.700-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.211-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.125-7","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.500-4","1","90-Day Standardized Backlog","-0.34902975","0.032129508","1562","The null hypothesis of competition is rejected."
"4","Health","61.602.057-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.600-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.620-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.400-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.102-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.974.700-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.200-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.954.500-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","69.130.700-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.205-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.042-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.307-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.240-7","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.900-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.400-3","2","180-Day Standardized Backlog","-0.5003943","0.096762285","326","The null hypothesis of competition is rejected."
"4","Health","62.000.640-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.001-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.409-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","69.287.560-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.260-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.918-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.204-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.054-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","62.000.620-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.915-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.000-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.311-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.911-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.036-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.001-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.407-K","3","Incumbency Status","0.09462533","0.0030698727","6460","The null hypothesis of competition is rejected."
"4","Health","61.602.198-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.121-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.121-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.903-4","2","180-Day Standardized Backlog","-0.4056588","0.0011792072","1786","The null hypothesis of competition is rejected."
"4","Health","61.955.100-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.002-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.507-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.246-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.057-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.900-K","1","90-Day Standardized Backlog","-0.2538509","0.06977058","1351","The null hypothesis of competition is rejected."
"4","Health","62.000.530-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.309-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.400-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.132-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.104-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.134-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.500-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","62.000.380-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.954.500-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.200-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.608-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.203-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.670-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.245-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","62.000.620-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.040-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.143-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.038-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.975.100-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.275-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.611-0","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.602-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.117-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.800-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.959.800-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.211-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","62.000.530-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.151-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.305-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.223-7","1","90-Day Standardized Backlog","-0.37714258","0.040006403","1381","The null hypothesis of competition is rejected."
"4","Health","61.608.605-7","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.153-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.306-5","1","90-Day Standardized Backlog","-0.82047296","0.0266448","767","The null hypothesis of competition is rejected."
"4","Health","61.602.145-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.611-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.189-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.198-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.800-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","70.744.700-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.147-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.800-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.189-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.201-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.978.730-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.404-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","65.061.030-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.600-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.262-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.295-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.903-4","1","90-Day Standardized Backlog","-0.34283188","0.008150265","1786","The null hypothesis of competition is rejected."
"4","Health","61.602.036-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.000-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.604-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.312-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.212-1","3","Incumbency Status","0.087301776","0.05485114","2986","The null hypothesis of competition is rejected."
"4","Health","61.959.800-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.302-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.301-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.404-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.508-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.700-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.406-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.275-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.151-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.609-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.402-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.915-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.226-1","2","180-Day Standardized Backlog","-0.32535827","0.07308039","826","The null hypothesis of competition is rejected."
"4","Health","61.602.152-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.302-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.612-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.904-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.246-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.000-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.103-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.978.730-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.503-4","2","180-Day Standardized Backlog","-0.122403346","0.066301495","10511","The null hypothesis of competition is rejected."
"4","Health","61.602.293-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.907-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.407-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.912-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.912-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.620-4","3","Incumbency Status","0.1337395","0.00041858343","2748","The null hypothesis of competition is rejected."
"4","Health","61.606.900-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.209-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.200-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.276-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.901-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.279-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.199-0","3","Incumbency Status","0.072594404","0.007085118","4952","The null hypothesis of competition is rejected."
"4","Health","61.602.281-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.906-3","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.503-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.280-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.201-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.146-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.279-2","3","Incumbency Status","0.1341689","0.042114686","883","The null hypothesis of competition is rejected."
"4","Health","65.075.485-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.151-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.202-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.107-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.224-5","2","180-Day Standardized Backlog","-0.2947038","0.011631693","3027","The null hypothesis of competition is rejected."
"4","Health","61.606.901-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.279-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.500-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.953.200-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.004-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.979.910-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.401-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.204-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.370-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.958.500-3","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.408-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.205-1","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.402-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.238-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.000-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.402-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.906-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.241-5","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.271-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.146-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.602-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.299-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.242-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.502-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.260-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.108-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.241-5","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.102-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.370-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.502-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.057-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.200-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.141-9","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.305-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.202-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.607-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.900-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.979.270-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.600-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.604-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.238-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.220-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","62.000.640-8","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.201-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.504-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.204-3","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.980.050-8","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.000-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.910-1","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.280-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","69.287.570-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.002-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.203-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.213-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.223-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.240-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.261-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.232-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.104-7","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.311-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.126-5","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.607-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.602-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","69.130.700-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","69.130.700-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.912-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","65.061.030-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.913-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.700-7","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.229-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.260-1","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.913-6","3","Incumbency Status","0.09832462","0.008412709","4365","The null hypothesis of competition is rejected."
"4","Health","61.602.203-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.600-6","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.500-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.232-6","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.153-2","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.247-4","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.904-2","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.500-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.409-6","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.000-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.271-7","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.203-4","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.606.911-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.295-4","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.261-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.213-K","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.003-2","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.608.408-9","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.100-9","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.901-8","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.199-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.607.508-K","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.204-0","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.040-4","3","Incumbency Status","0.3111052","0.0075778444","846","The null hypothesis of competition is rejected."
"4","Health","62.000.630-0","1","90-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.142-7","2","180-Day Standardized Backlog","","","","The null hypothesis of competition can not be rejected."
"4","Health","61.602.292-K","3","Incumbency Status","","","","The null hypothesis of competition can not be rejected."
